species,scientific_name,kingdom,phylum,class,order,family,genus,occurrence_count,image_count,municipalities,iucn_status
Passiflora maliformis,Passiflora maliformis L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,2,10,,
Monstera deliciosa,Monstera deliciosa Liebm.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Monstera,7,9,,
Strongylodon macrobotrys,Strongylodon macrobotrys A.Gray,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Strongylodon,6,9,,
Felis catus,"Felis catus Linnaeus, 1758",Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,3,9,,
Tinantia erecta,Tinantia erecta (Jacq.) Fenzl,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tinantia,2,9,,
Chrysocale ignita,"Chrysocale ignita Herrich-Schäffer, 1853",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Chrysocale,5,9,,
Synallaxis albescens,"Synallaxis albescens Temminck, 1823",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Synallaxis,6,9,,LC
Malvaviscus penduliflorus,Malvaviscus penduliflorus Moc. & Sessé ex DC.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvaviscus,5,9,,
Chaetogastra longifolia,Chaetogastra longifolia (Vahl) DC.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chaetogastra,4,9,,LC
Glyphodes sibillalis,"Glyphodes sibillalis Walker, 1859",Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Glyphodes,9,9,,
Calceolaria microbefaria,Calceolaria microbefaria Kraenzl.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Calceolariaceae,Calceolaria,5,9,,
Tapinoma melanocephalum,"Tapinoma melanocephalum (Fabricius, 1793)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,3,9,,
Urbanus proteus,"Urbanus proteus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Urbanus,4,9,,
Xylophanes tersa,"Xylophanes tersa Linnaeus, 1771",Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xylophanes,7,9,,
Odontophorus hyperythrus,"Odontophorus hyperythrus Gould, 1858",Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,4,9,,LC
Aiphanes horrida,Aiphanes horrida (Jacq.) Burret,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Aiphanes,3,9,,LC
Vinca major,Vinca major L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca,7,9,,
Cabassous centralis,"Cabassous centralis (Miller, 1899)",Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Cabassous,2,9,,DD
Physalis peruviana,Physalis peruviana L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,3,9,,LC
Spathodea campanulata,Spathodea campanulata Beauverd,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Spathodea,4,9,,LC
Contopus fumigatus,"Contopus fumigatus (Orbigny & Lafresnaye, 1837)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,9,9,,LC
Crypsicoela subocellata,"Crypsicoela subocellata Dognin, 1902",Animalia,Arthropoda,Insecta,Lepidoptera,Uraniidae,Crypsicoela,8,9,,
Miconia subseriata,Miconia subseriata (Naudin) R.Goldenb. & Michelang.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,3,9,,LC
Acianthera polystachya,Acianthera polystachya (Ruiz & Pav.) Pupulin,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,3,9,,
Ageratum conyzoides,Ageratum conyzoides L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratum,4,9,,
Automeris metzli,"Automeris metzli Sallé, 1853",Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,2,9,,
Myiophobus flavicans,"Myiophobus flavicans (P.L.Sclater, 1861)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiophobus,3,9,,LC
Haplospiza rustica,"Haplospiza rustica (Tschudi, 1844)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Haplospiza,5,9,,LC
Holcosus festivus,"Holcosus festivus (Lichtenstein & Martens, 1856)",Animalia,Chordata,Squamata,,Teiidae,Holcosus,2,9,,LC
Ectatomma tuberculatum,"Ectatomma tuberculatum (Olivier, 1792)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Ectatomma,5,9,,
Apaustus gracilis,"Apaustus gracilis (C.Felder & R.Felder, 1867)",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Apaustus,5,9,,
Peucetia rubrolineata,"Peucetia rubrolineata Keyserling, 1877",Animalia,Arthropoda,Arachnida,Araneae,Oxyopidae,Peucetia,8,9,,
Chloroceryle amazona,"Chloroceryle amazona (Latham, 1790)",Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Chloroceryle,6,9,,LC
Perisama tryphena,"Perisama tryphena Hewitson, 1857",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Perisama,5,9,,
Falco rufigularis,"Falco rufigularis Daudin, 1800",Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,9,9,,LC
Cecropia peltata,Cecropia peltata L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,7,9,,LC
Markea sturmii,Markea sturmii Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Markea,1,9,,
Corcia columbica,"Corcia columbica Stål, 1859",Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Corcia,5,9,,
Polygrapha cyanea,"Polygrapha cyanea (Salvin & Godman, 1868)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygrapha,6,9,,
Catasticta ctemene,"Catasticta ctemene (Hewitson, 1869)",Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Catasticta,4,9,,
Micrathena guerini,"Micrathena guerini (Keyserling, 1864)",Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Micrathena,6,9,,
Masdevallia platyglossa,Masdevallia platyglossa Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,2,9,,
Tachycineta albiventer,"Tachycineta albiventer (Boddaert, 1783)",Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,6,9,,LC
Dione juno,"Dione juno Cramer, 1779",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,6,9,,
Consul fabius,"Consul fabius bogotanus (Butler, 1873)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Consul,5,9,,
Atractus biseriatus,"Atractus biseriatus Prado, 1941",Animalia,Chordata,Squamata,,Colubridae,Atractus,5,9,,DD
Peperomia tetraphylla,Peperomia tetraphylla (G.Forst.) Hook. & Arn.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,4,9,,
Andinia hippocrepica,Andinia hippocrepica (Luer & R.Escobar) Karremans & S.V.Uribe,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Andinia,4,9,,
Buteo swainsoni,"Buteo swainsoni Bonaparte, 1838",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,3,9,,LC
Vireo olivaceus,"Vireo chivi (Vieillot, 1817)",Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,5,9,,
Ceiba pentandra,Ceiba pentandra (L.) Gaertn.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Ceiba,3,9,,LC
Pitangus lictor,"Philohydor lictor (Lichtenstein, 1823)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pitangus,7,9,,
Pachyramphus versicolor,"Pachyramphus versicolor (Hartlaub, 1843)",Animalia,Chordata,Aves,Passeriformes,Cotingidae,Pachyramphus,5,9,,LC
Empidonax virescens,"Empidonax virescens (Vieillot, 1818)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,7,9,,LC
Chalcothraupis ruficervix,"Chalcothraupis ruficervix (Prévost & Des Murs, 1842)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chalcothraupis,8,9,,LC
Trogon collaris,"Trogon collaris Vieillot, 1817",Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,8,9,,LC
Cyrtochilum serratum,Cyrtochilum serratum (Lindl.) Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,6,9,,
Fernandezia myrtillus,Fernandezia myrtillus (Rchb.f.) Garay & Dunst.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Fernandezia,2,9,,LC
Passiflora tarminiana,Passiflora tarminiana Coppens & V.E.Barney,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,4,9,,
Meriania selvaflorensis,Meriania selvaflorensis Humberto Mend.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,5,9,,
Dendrocincla tyrannina,"Dendrocincla tyrannina (Lafresnaye, 1851)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Dendrocincla,8,9,,LC
Cuphea racemosa,Cuphea racemosa (L.fil.) Spreng.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,4,9,,
Pygodasis ephippium,Pygodasis ephippium,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Pygodasis,3,9,,
Corades cistene,"Corades dymantis Thieme, 1906",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Corades,4,9,,
Catasticta seitzi,"Catasticta seitzi Lathy & Rosenberg, 1912",Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Catasticta,6,9,,
Aseroe rubra,Aseroe rubra Labill.,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Aseroe,4,9,,
Eumorpha triangulum,"Eumorpha triangulum Rothschild & Jordan, 1903",Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Eumorpha,5,9,,
Austroeupatorium inulifolium,Austroeupatorium inulifolium (Kunth) R.M.King & H.Rob.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Austroeupatorium,4,9,,
Ischnocodia annulus,"Ischnocodia annulus (Fabricius, 1781)",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Ischnocodia,7,9,,
Spirotheca rosea,Spirotheca rosea (Seem.) P.E.Gibbs & W.S.Alverson,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Spirotheca,4,9,,LC
Lepanthes acarina,Lepanthes acarina Luer,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,6,9,,
Hypselonotus interruptus,"Hypselonotus interruptus Hahn, 1833",Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Hypselonotus,5,9,,
Thamnophilus atrinucha,"Thamnophilus atrinucha Salvin & Godman, 1892",Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,6,9,,LC
Hamadryas feronia,"Hamadryas feronia (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hamadryas,5,9,,
Gunnera magellanica,Gunnera magellanica Lam.,Plantae,Tracheophyta,Magnoliopsida,Gunnerales,Gunneraceae,Gunnera,6,9,,
Artocarpus altilis,Artocarpus altilis (Parkinson) Fosberg,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,3,9,,VU
Ipomoea hederifolia,Ipomoea hederifolia L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,3,9,,
Galeandra beyrichii,Galeandra beyrichii Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Galeandra,4,9,,
Anadia rhombifera,"Anadia rhombifera (Günther, 1859)",Animalia,Chordata,Squamata,,Gymnophthalmidae,Anadia,1,9,,LC
Baryphthengus martii,"Baryphthengus martii (Spix, 1824)",Animalia,Chordata,Aves,Coraciiformes,Momotidae,Baryphthengus,6,9,,LC
Miconia domociliata,Miconia domociliata Michelang.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,2,9,,
Eucometis penicillata,"Eucometis penicillata (Spix, 1825)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Eucometis,8,9,,LC
Hypanartia dione,Hypanartia dione dione,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypanartia,7,9,,
Gymnopus dryophilus,Gymnopus dryophilus (Bull.) Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,2,9,,
Miconia rubra,Miconia rubra (Aubl.) Mabb.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,2,9,,LC
Browallia americana,Browallia americana L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Browallia,5,9,,
Calathea crotalifera,Calathea crotalifera S.Watson,Plantae,Tracheophyta,Liliopsida,Zingiberales,Marantaceae,Calathea,4,8,,
Tridax procumbens,Tridax procumbens L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tridax,2,8,,
Pelidnota prasina,"Pelidnota prasina Burmeister, 1844",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Pelidnota,4,8,,
Alpinia purpurata,Alpinia purpurata (Vieill.) K.Schum.,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Alpinia,6,8,,
Daedalma dinias,"Daedalma dinias Hewitson, 1858",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Daedalma,7,8,,
Lepanthes cuatrecasasii,Lepanthes cuatrecasasii Luer,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,5,8,,
Pristimantis permixtus,"Pristimantis permixtus (Lynch, Ruiz-Carranza & Ardila-Robayo, 1994)",Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,5,8,,LC
Miltoniopsis vexillaria,Miltoniopsis vexillaria (Rchb.f.) God.-Leb.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Miltoniopsis,4,8,,
Acanthus mollis,Acanthus mollis L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,2,8,,
Tecoma stans,Tecoma stans (L.) Juss. ex Kunth,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Tecoma,5,8,,LC
Lepanthes carunculigera,Lepanthes carunculigera Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,5,8,,
Polygrammodes ostrealis,"Polygrammodes ostrealis Guenée, 1854",Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Polygrammodes,7,8,,
Amphiselenis chama,"Amphiselenis chama (Staudinger, 1888)",Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,Amphiselenis,6,8,,
Epidendrum hartmanii,Epidendrum hartmanii Hágsater & L.Sánchez,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,1,8,,
Elkalyce comyntas,"Cupido comyntas (Godart, 1824)",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Elkalyce,5,8,,
Rothschildia orizaba,"Rothschildia orizaba Westwood, 1854",Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildia,5,8,,
Nyceryx hyposticta,"Nyceryx hyposticta C.Felder & R.Felder, 1874",Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Nyceryx,6,8,,
Bomarea multiflora,Bomarea multiflora (L.f.) Mirb.,Plantae,Tracheophyta,Liliopsida,Liliales,Alstroemeriaceae,Bomarea,4,8,,DD
Basileuterus tristriatus,"Basileuterus tristriatus (Tschudi, 1844)",Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,7,8,,LC
Rhionaeschna joannisi,"Rhionaeschna joannisi (Martin, 1897)",Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Rhionaeschna,5,8,,LC
Typophorus nigritus,"Typophorus nigritus (Fabricius, 1801)",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Typophorus,1,8,,
Bothrops asper,"Bothrops asper (Garman, 1883)",Animalia,Chordata,Squamata,,Viperidae,Bothrops,5,8,,LC
Vireo flavifrons,"Vireo flavifrons Vieillot, 1808",Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,6,8,,LC
Pristimantis penelopus,"Pristimantis penelopus (Lynch & Rueda-Almonacid, 1999)",Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,2,8,,LC
Actinote pellenea,Actinote pellenea,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Actinote,6,8,,
Oxydia optima,Oxydia optima,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Oxydia,5,8,,
Horamella fassli,"Horamella fassli Draudt, 1915",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Horamella,7,8,,
Chrysothemis pulchella,Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Chrysothemis,3,8,,
Burmeistera ibaguensis,Burmeistera ibaguensis H.Karst.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Burmeistera,1,8,,
Syngamia florella,"Syngamia florella Cramer, 1781",Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Syngamia,7,8,,
Turdus fumigatus,"Turdus fumigatus Lichtenstein, 1823",Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,5,8,,LC
Palicourea guianensis,Palicourea guianensis Aubl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,2,8,,LC
Epargyreus exadeus,"Epargyreus cruza Evans, 1952",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Epargyreus,5,8,,
Pteronymia aletta,"Pteronymia aletta (Hewitson, 1854)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pteronymia,8,8,,
Glaucidium jardinii,"Glaucidium jardinii (Bonaparte, 1855)",Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,8,8,,LC
Numida meleagris,"Numida meleagris (Linnaeus, 1758)",Animalia,Chordata,Aves,Galliformes,Numididae,Numida,6,8,,LC
Leucauge mariana,"Leucauge mariana (Taczanowski, 1881)",Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Leucauge,7,8,,
Salvia palifolia,Salvia palifolia Kunth,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,3,8,,
Crotophaga major,"Crotophaga major Gmelin, 1788",Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Crotophaga,6,8,,LC
Hypanartia cinderella,"Hypanartia cinderella Lamas, Willmott & Hall, 2001",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypanartia,4,8,,
Ficus gigantosyce,Ficus gigantosyce Dugand,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,2,8,,LC
Mechanitis menapis,"Mechanitis menapis Hewitson, 1855",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Mechanitis,5,8,,
Wettinia kalbreyeri,Wettinia kalbreyeri (Burret) R.Bernal,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Wettinia,3,8,,LC
Eumorpha vitis,"Eumorpha vitis Linnaeus, 1758",Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Eumorpha,4,8,,
Pachyramphus cinnamomeus,"Pachyramphus cinnamomeus Lawrence, 1861",Animalia,Chordata,Aves,Passeriformes,Cotingidae,Pachyramphus,6,8,,LC
Piper umbellatum,Piper umbellatum L.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,3,8,,
Zephyranthes carinata,Zephyranthes carinata Herb.,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,2,8,,
Klaprothia mentzelioides,Klaprothia mentzelioides Kunth,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Klaprothia,1,8,,
Scada zibia,Scada zibia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Scada,5,8,,
Cremospermopsis parviflora,Cremospermopsis parviflora L.E.Skog & L.P.Kvist,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Cremospermopsis,1,8,,
Telipogon williamsii,Telipogon williamsii P.Ortiz,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Telipogon,5,8,,
Emesis brimo,"Emesis brimo Godman & Salvin, 1889",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Emesis,7,8,,
Lepanthes manabina,Lepanthes manabina Dodson,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,4,8,,
Rhipsalis micrantha,Rhipsalis micrantha (Kunth) DC.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,2,8,,LC
Papilio scamander,"Papilio coroebus Felder & Felder, 1861",Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,4,8,,
Platycoelia marginata,"Platycoelia marginata Burmeister, 1844",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Platycoelia,1,8,,
Tyto furcata,"Tyto furcata (Temminck, 1827)",Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,2,8,,
Phaseolus coccineus,Phaseolus coccineus L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,2,8,,LC
Elleanthus maculatus,Elleanthus maculatus (Lindl.) Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Elleanthus,5,8,,
Blakea quadrangularis,Blakea quadrangularis Triana,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,3,8,,LC
Andinobates opisthomelas,"Andinobates opisthomelas (Boulenger, 1899)",Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Andinobates,4,8,,VU
Azeta melanea,"Azeta rhodogaster Guenée, 1852",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Azeta,5,8,,
Accipiter striatus,"Accipiter striatus Vieillot, 1808",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,4,8,,LC
Myiotheretes fumigatus,"Myiotheretes fumigatus (Boissonneau, 1840)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiotheretes,8,8,,LC
Youngia japonica,Youngia japonica (L.) DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Youngia,5,8,,
Jacquemontia tamnifolia,Jacquemontia tamnifolia (L.) Griseb.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Jacquemontia,2,8,,
Munnozia senecionidis,Munnozia senecionidis Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Munnozia,4,8,,
Annona cherimolioides,Annona cherimolioides Triana & Planch.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,2,8,,LC
Xylophanes chiron,"Xylophanes chiron Drury, 1773",Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xylophanes,7,8,,
Thysania agrippina,"Thysania agrippina Cramer, 1776",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Thysania,5,8,,
Trizeuxis falcata,Trizeuxis falcata Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Trizeuxis,3,8,,
Tangara inornata,"Tangara inornata (Gould, 1855)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,5,8,,LC
Coleus scutellarioides,Coleus scutellarioides (L.) Benth.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Coleus,4,8,,
Grallaria guatimalensis,"Grallaria guatimalensis Prevost & Des Murs, 1842",Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,6,8,,LC
Glossoloma velutinum,Glossoloma velutinum J.L.Clark & Rodas,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Glossoloma,1,8,,
Anolis auratus,"Anolis auratus Daudin, 1802",Animalia,Chordata,Squamata,,Dactyloidae,Anolis,7,8,,LC
Polistes versicolor,"Polistes versicolor (Olivier, 1791)",Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,4,8,,
Diglossa sittoides,"Diglossa sittoides (d'Orbigny & Lafresnaye, 1838)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,6,8,,LC
Theagenes albiplaga,"Theagenes albiplaga (C.Felder & R.Felder, 1867)",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Theagenes,6,8,,
Hamelia patens,Hamelia patens Jacq.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hamelia,3,8,,LC
Hypanartia lindigii,Hypanartia lindigii,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypanartia,5,8,,
Limenitis justina,"Adelpha justina Felder, 1861",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,8,8,,
Hylesia nanus,"Hylesia nanus Walker, 1855",Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,6,8,,
Atractus nicefori,"Atractus nicefori Amaral, 1930",Animalia,Chordata,Squamata,,Colubridae,Atractus,3,8,,VU
Urena lobata,Urena lobata L.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Urena,1,8,,LC
Ronnbergia veitchii,Ronnbergia veitchii (Baker) Aguirre-Santoro,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Ronnbergia,1,8,,
Leucostethus fraterdanieli,"Leucostethus fraterdanieli (Silverstone, 1971)",Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Leucostethus,5,8,,LC
Masdevallia molossus,Masdevallia molossus Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,3,8,,
Miconia caudata,Miconia caudata (Humb. & Bonpl.) DC.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,3,8,,LC
Mentzelia aspera,Mentzelia aspera L.,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Mentzelia,1,8,,
Myornis senilis,"Myornis senilis (Lafresnaye, 1840)",Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Myornis,1,8,,LC
Phocides perillus,"Phocides perillus (Mabille, 1888)",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Phocides,6,8,,
Dasysphinx buckleyi,"Dasysphinx buckleyi Druce, 1883",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Dasysphinx,7,7,,
Rhinella alata,"Rhinella alata (Thominot, 1884)",Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,4,7,,LC
Nymphargus spilotus,"Nymphargus spilotus (Ruiz-Carranza & Lynch, 1997)",Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,5,7,,NT
Anolis eulaemus,"Anolis eulaemus Boulenger, 1908",Animalia,Chordata,Squamata,,Dactyloidae,Anolis,5,7,,LC
Himantopus mexicanus,"Himantopus mexicanus (P.L.S.Müller, 1776)",Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,6,7,,
Melinoides fulvitincta,"Melinodes fulvitincta Warren, 1905",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melinoides,3,7,,
