species,scientific_name,kingdom,phylum,class,order,family,genus,occurrence_count,image_count,municipalities,iucn_status
Sporobolus pyramidalis,Sporobolus jacquemontii Kunth,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sporobolus,3,0,,
Croton hirtus,Croton hirtus L'Hér.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,2,0,,
Malachra alceifolia,Malachra alceifolia Jacq.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malachra,3,0,,
Paspalum paniculatum,Paspalum paniculatum L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,4,0,,LC
Digitaria eriantha,Digitaria eriantha Steud.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,12,0,,
Capsicum annuum,Capsicum annuum L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,3,0,,LC
Desmodium orbiculare,Desmodium orbiculare Schltdl.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,7,0,,LC
Melochia parvifolia,Melochia parvifolia Kunth,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Melochia,10,0,,
Cyperus surinamensis,Cyperus surinamensis Rottb.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,4,0,,
Paullinia densiflora,Paullinia densiflora Sm.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Paullinia,2,0,,
Phoradendron mucronatum,Phoradendron mucronatum (DC.) Krug & Urb.,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Phoradendron,1,0,,
Alysicarpus vaginalis,Alysicarpus vaginalis (L.) DC.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Alysicarpus,2,0,,
Phoradendron quadrangulare,Phoradendron quadrangulare (Kunth) Griseb.,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Phoradendron,12,0,,
Fabronia ciliaris,Fabronia ciliaris (Brid.) Brid.,Plantae,Bryophyta,Bryopsida,Hypnales,Fabroniaceae,Fabronia,2,0,,
Cyperus blepharoleptos,Oxycaryum cubense (Poepp. & Kunth) Palla,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,3,0,,
Echinochloa polystachya,Echinochloa polystachya (Kunth) Hitchc.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Echinochloa,3,0,,LC
Ludwigia helminthorrhiza,Ludwigia helminthorrhiza (Mart.) H.Hara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,3,0,,
Luziola subintegra,Luziola subintegra Swallen,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Luziola,6,0,,
Lejeunea trinitensis,Lejeunea trinitensis Lindenb.,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Lejeunea,33,0,,
Ruellia blechum,Blechum pyramidatum (Lam.) Urb.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,2,0,,
Heliotropium indicum,Heliotropium indicum L.,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,2,0,,
Cuphea carthagenensis,Cuphea carthagenensis (Jacq.) J.F.Macbr.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,3,0,,
Ludwigia leptocarpa,Ludwigia leptocarpa (Nutt.) H.Hara,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,8,0,,LC
Swinglea glutinosa,Swinglea glutinosa (Blanco) Merr.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Swinglea,2,0,,
Cynodon dactylon,Cynodon dactylon (L.) Pers.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cynodon,6,0,,
Fimbristylis littoralis,Fimbristylis littoralis Gaudich.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Fimbristylis,1,0,,LC
Eleocharis acutangula,Eleocharis acutangula (Roxb.) Schult.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,4,0,,LC
Heliconia platystachys,Heliconia platystachys Baker,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,4,0,,
Calopogonium mucunoides,Calopogonium mucunoides Desv.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calopogonium,3,0,,
Indigofera hirsuta,Indigofera hirsuta L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,1,0,,
Cassia fistula,Cassia fistula L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cassia,17,0,Guayabito; La Plazuela; Pueblo Nuevo; Sector Centro; Siete de Agosto,LC
Sesbania exasperata,Sesbania exasperata Kunth,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,1,0,,
Ludwigia decurrens,Ludwigia decurrens Walter,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,3,0,,
Eleocharis filiculmis,Eleocharis filiculmis Kunth,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,1,0,,
Acalypha arvensis,Acalypha arvensis Poepp.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,1,0,,
Oryctanthus alveolatus,Oryctanthus alveolatus (Kunth) Kuijt,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Oryctanthus,1,0,,
Aeschynomene americana,Aeschynomene americana L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Aeschynomene,1,0,,
Urochloa eminii,Brachiaria decumbens Stapf,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Urochloa,3,0,,
Piper cornifolium,Piper cornifolium Kunth,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,2,0,,
Pontederia azurea,Eichhornia azurea (Sw.) Kunth,Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae,Pontederia,2,0,,
Marsilea polycarpa,Marsilea polycarpa Hook. & Grev.,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Marsileaceae,Marsilea,4,0,,
Spondias radlkoferi,Spondias radlkoferi Donn.Sm.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Spondias,1,0,,LC
Inga macrophylla,Inga macrophylla Humb. & Bonpl. ex Willd.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,22,0,,LC
Eschweilera coriacea,Eschweilera coriacea (DC.) S.A.Mori,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera,2,0,,LC
Saurauia tomentosa,Saurauia tomentosa (Kunth) Spreng.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,1,0,,
Ficus mutisii,Ficus mutisii Dugand,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,1,0,,LC
Myriocarpa longipes,Myriocarpa longipes Liebm.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Myriocarpa,11,0,,LC
Guettarda sanblasensis,Guettarda sanblasensis Dwyer,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Guettarda,3,0,,LC
Fridericia florida,Fridericia florida (DC.) L.G.Lohmann,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Fridericia,6,0,,
Chomelia microloba,Chomelia microloba Donn.Sm.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Chomelia,7,0,,LC
Zygia latifolia,Zygia latifolia (L.) Fawc. & Rendle,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zygia,1,0,,LC
Dalbergia frutescens,Dalbergia frutescens (Vell.) Britton,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,1,0,,LC
Myriocarpa stipitata,Myriocarpa stipitata Benth.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Myriocarpa,8,0,,LC
Styphnolobium sporadicum,Styphnolobium sporadicum M.Sousa & Rudd,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Styphnolobium,2,0,,EN
Hemistylus boehmerioides,Hemistylus boehmerioides Benth.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Hemistylus,6,0,,
Psychotria carthagenensis,Psychotria carthagenensis Jacq.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,3,0,,LC
Quararibea asterolepis,Quararibea asterolepis Pittier,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Quararibea,2,0,,LC
Attalea cohune,Attalea cohune Mart.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,7,0,,LC
Banara ibaguensis,Banara ibaguensis Tul.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Banara,1,0,,LC
Triplaris americana,Triplaris americana L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Triplaris,2,0,,LC
Piper tuberculatum,Piper tuberculatum Jacq.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,5,0,,LC
Zanthoxylum riedelianum,Zanthoxylum riedelianum Engl.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,3,0,,LC
Cynophalla sessilis,Cynophalla sessilis (Banks ex DC.) J.Presl,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cynophalla,1,0,,NT
Zanthoxylum schreberi,Zanthoxylum schreberi (J.F.Gmel.) Reynel ex C.Nelson,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,7,0,,
Gustavia nana,Gustavia nana Pittier,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,10,0,,LC
Macrocnemum roseum,Macrocnemum roseum (Ruiz & Pav.) Wedd.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Macrocnemum,3,0,Las Coles,LC
Henriettea goudotiana,"Henriettea goudotiana (Naudin) Penneys, Michelang., Judd & Almeda",Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Henriettea,1,0,,LC
Handroanthus serratifolius,Handroanthus serratifolius (Vahl) S.O.Grose,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Handroanthus,2,0,,EN
Aspidosperma desmanthum,Aspidosperma desmanthum Benth. ex Müll.Arg.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Aspidosperma,2,0,,LC
Casearia arguta,Casearia arguta Kunth,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Casearia,1,0,,LC
Combretum laxum,Combretum laxum Jacq.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,2,0,,LC
Acaciella angustissima,Acaciella angustissima (Mill.) Britton & Rose,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acaciella,2,0,,LC
Picramnia latifolia,Picramnia latifolia Tul.,Plantae,Tracheophyta,Magnoliopsida,Picramniales,Picramniaceae,Picramnia,3,0,,LC
Guarea glabra,Guarea glabra Vahl,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Guarea,3,0,,LC
Gustavia gracillima,Gustavia gracillima Miers,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Gustavia,2,0,,VU
Rustia occidentalis,Rustia occidentalis (Benth.) Hemsl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Rustia,7,0,,LC
Damburneya purpurea,Damburneya purpurea (Ruiz & Pav.) Trofimov,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Damburneya,1,0,,LC
Bunchosia armeniaca,Bunchosia armeniaca (Cav.) DC.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Bunchosia,9,0,,
Machaerium mutisii,Machaerium mutisii Killip ex Rudd,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Machaerium,1,0,,LC
Bunchosia hartwegiana,Bunchosia hartwegiana Benth.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Bunchosia,1,0,,LC
Tabernaemontana grandiflora,Tabernaemontana grandiflora Jacq.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Tabernaemontana,1,0,,LC
Sapindus saponaria,Sapindus saponaria L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Sapindus,3,0,Sector Centro,LC
Brosimum sprucei,Helianthostylis sprucei Baill.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Brosimum,3,0,,
Mabea occidentalis,Mabea occidentalis Benth.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mabea,1,0,,LC
Tabernaemontana markgrafiana,Tabernaemontana markgrafiana J.F.Macbr.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Tabernaemontana,1,0,,LC
Clematis guadeloupae,Clematis guadeloupae Pers.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,1,0,,
Gomphrena globosa,Gomphrena globosa L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Gomphrena,1,0,,
Agave americana,Agave americana L.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,1,0,,LC
Anthoxanthum odoratum,Anthoxanthum odoratum L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Anthoxanthum,2,0,El Pindo,
Lobularia maritima,Lobularia maritima (L.) Desv.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lobularia,1,0,,
Picramnia sphaerocarpa,Picramnia sphaerocarpa Planch.,Plantae,Tracheophyta,Magnoliopsida,Picramniales,Picramniaceae,Picramnia,1,0,Las Coles,LC
Myrsine coriacea,Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,10,0,Las Coles,LC
Arachnothryx euryphylla,Arachnothryx euryphylla (Standl.) Steyerm.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Arachnothryx,1,0,Las Coles,VU
Escallonia paniculata,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Plantae,Tracheophyta,Magnoliopsida,Escalloniales,Escalloniaceae,Escallonia,10,0,San Félix,LC
Urceolina caucana,Eucharis caucana Meerow,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Urceolina,3,0,,
Byrsonima crassifolia,Byrsonima crassifolia (L.) Kunth,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Byrsonima,1,0,,LC
Lozania mutisiana,Lozania mutisiana Schult.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Lacistemataceae,Lozania,1,0,,LC
Ternstroemia meridionalis,Ternstroemia meridionalis Mutis ex L.fil.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Ternstroemia,1,0,,LC
Barnadesia spinosa,Barnadesia spinosa L.fil.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Barnadesia,1,0,,
Roupala monosperma,Roupala monosperma (Ruiz & Pav.) I.M.Johnst.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Roupala,3,0,,LC
Panopsis yolombo,Panopsis yolombo (Posada) Killip,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Panopsis,3,0,Valle Alto,LC
Brunellia boqueronensis,Brunellia boqueronensis Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,6,0,,VU
Mutisia grandiflora,Mutisia grandiflora Humb. & Bonpl.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mutisia,2,0,,
Baccharis revoluta,Baccharis revoluta Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,7,0,San Félix,
Geissanthus quindiensis,Geissanthus quindiensis Mez,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Geissanthus,2,0,,LC
Linochilus revolutus,Diplostephium revolutum S.F.Blake,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Linochilus,19,0,Marulanda,
Salpichroa tristis,Salpichroa tristis Miers,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Salpichroa,1,0,,
Tristerix secundus,Tristerix secundus (Benth.) Kuijt,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Tristerix,1,0,,
Aegiphila odontophylla,Aegiphila odontophylla Donn.Sm.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Aegiphila,1,0,,LC
Ruagea hirsuta,Ruagea hirsuta (C.DC.) Harms,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Ruagea,3,0,Valle Alto,LC
Linochilus pittieri,Diplostephium pittieri Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Linochilus,1,0,,
Clethra ovalifolia,Clethra ovalifolia Turcz.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,1,0,,LC
Myrcianthes rhopaloides,Myrcianthes rhopaloides (Kunth) McVaugh,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcianthes,3,0,San Félix,
Hieronyma macrocarpa,Hieronyma macrocarpa Müll.Arg.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Hieronyma,4,0,,LC
Brunellia subsessilis,Brunellia subsessilis Killip & Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,2,0,,LC
Miconia wurdackii,Miconia wurdackii L.Uribe,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,2,0,,LC
Miconia stipularis,Miconia stipularis Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,1,0,,LC
Markea sturmii,Markea sturmii Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Markea,1,0,,
Alloplectus weirii,Alloplectus weirii (Kuntze) Wiehler,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Alloplectus,2,0,,
Mollinedia ovata,Mollinedia ovata Ruiz & Pav.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Monimiaceae,Mollinedia,1,0,,LC
Saurauia chiliantha,Saurauia chiliantha R.E.Schult.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,1,0,,LC
Peperomia mollis,Peperomia mollis Kunth,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,1,0,,
Miconia antioquiensis,Miconia antioquiensis Wurdack,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,1,0,,EN
Dypsis lutescens,Dypsis lutescens (H.Wendl.) Beentje & J.Dransf.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Dypsis,99,0,Alto de la Cruz; Barrio Limones; Barrio Obrero; El Motor; Guayabito; La Plazuela; La Unión; La Victoria; Los Almendros; Palmas de Mayorca; Pueblo Nuevo; Sector Centro; Siete de Agosto; Villa Mónaco,NT
Roystonea oleracea,Roystonea oleracea (Jacq.) O.F.Cook,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Roystonea,5,0,El Motor; Villa Mónaco,
Brownea ariza,Brownea ariza Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Brownea,14,0,Alto de la Cruz; Barrio Obrero; El Motor; Guayabito; Pueblo Nuevo; Sector Centro; Siete de Agosto,
Cenostigma pluviosum,Caesalpinia peltophoroides Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cenostigma,62,0,Barrio Limones; Barrio Obrero; El Motor; La Plazuela; La Unión; Sector Centro; Villa Mónaco,
Phoenix roebelenii,Phoenix roebelenii O'Brien,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,10,0,Guayabito; Sector Centro,
Wodyetia bifurcata,Wodyetia bifurcata A.K.Irvine,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Wodyetia,2,0,Guayabito; Sector Centro,CD
Bismarckia nobilis,Bismarckia nobilis Hildebrandt & H.Wendl.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Bismarckia,4,0,Sector Centro,LC
Archontophoenix alexandrae,Archontophoenix alexandrae (F.Muell.) H.Wendl. & Drude,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Archontophoenix,7,0,Barrio Obrero; La Plazuela,LC
Erythrina variegata,Erythrina variegata L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erythrina,8,0,Barrio Obrero; Guayabito; Sector Centro,LC
Platycladus orientalis,Platycladus orientalis (L.) Franco,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Platycladus,4,0,Alto de la Cruz; Barrio Obrero; Barrio Viterbo; Sector Centro,NT
Ficus benjamina,Ficus benjamina L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,8,0,Barrio Obrero; La Victoria; Los Almendros; Pueblo Nuevo,LC
Fraxinus uhdei,Fraxinus uhdei (Wenz.) Lingelsh.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,16,0,Los Almendros; Sector Centro; Siete de Agosto,LC
Cananga odorata,Cananga odorata (Lam.) Hook.f. & Thomson,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Cananga,4,0,La Plazuela,LC
Mussaenda erythrophylla,Mussaenda erythrophylla Schumach. & Thonn.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,2,0,El Motor; Sector Centro,LC
Elaeis guineensis,Elaeis guineensis Jacq.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Elaeis,1,0,Sector Centro,LC
Pritchardia pacifica,Pritchardia pacifica Seem. & H.Wendl.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Pritchardia,1,0,Guayabito,
Geoffroea decorticans,Geoffroea decorticans (Gillies ex Hook. & Arn.) Burkart,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Geoffroea,1,0,Sector Centro,LC
Pachira aquatica,Pachira aquatica Aubl.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Pachira,1,0,Sector Centro,LC
Caryota mitis,Caryota mitis Lour.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Caryota,1,0,Sector Centro,LC
Parkinsonia praecox,Parkinsonia praecox (Ruiz & Pav.) Hawkins,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,1,0,Barrio Viterbo,LC
Callistemon speciosus,Callistemon speciosus (Sims) Sweet,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Callistemon,1,0,Sector Centro,
Mammea americana,Mammea americana L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Mammea,1,0,El Motor,DD
Schinus terebinthifolia,Schinus terebinthifolia Raddi,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,1,0,Sector Centro,
Euphorbia tirucalli,Euphorbia tirucalli L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,1,0,El Motor,LC
Cascabela thevetia,Thevetia peruviana (Pers.) K.Schum.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Cascabela,7,0,Sector Centro,
Plumeria alba,Plumeria alba L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Plumeria,1,0,Pueblo Nuevo,LC
Weinmannia tolimensis,Weinmannia tolimensis Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,11,0,,VU
Weinmannia mariquitae,Weinmannia mariquitae Szyszyl.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,60,0,El Pindo; Marulanda; Villamaría,LC
Weinmannia rollottii,Weinmannia rollottii Killip,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,4,0,Marulanda,LC
Zanthoxylum quinduense,Zanthoxylum quinduense Tul.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,3,0,,
Sorocea trophoides,Sorocea trophoides W.C.Burger,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Sorocea,3,0,,LC
Weinmannia multijuga,Weinmannia multijuga Killip & A.C.Sm.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,2,0,,LC
Saurauia ursina,Saurauia ursina Triana & Planch.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,31,0,Marulanda; Valle Alto,
Sphaeropteris quindiuensis,Cyathea quindiuensis H.Karst.,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Sphaeropteris,4,0,,
Verbesina nudipes,Verbesina nudipes S.F.Blake,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Verbesina,7,0,,LC
Saurauia omichlophila,Saurauia omichlophila R.E.Schult.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,11,0,,
Saurauia scabra,Saurauia scabra (Kunth) D.Dietr.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,9,0,,LC
Inga densiflora,Inga densiflora Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,8,0,,LC
Viburnum anabaptista,Viburnum anabaptista Graebn.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,2,0,,
Hedyosmum bonplandianum,Hedyosmum bonplandianum Kunth,Plantae,Tracheophyta,Magnoliopsida,Chloranthales,Chloranthaceae,Hedyosmum,10,0,,LC
Cyathea caracasana,Cyathea caracasana (Klotzsch) Domin,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,16,0,,
Pleroma paleaceum,Pleroma paleaceum (Triana ex Mart.),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Pleroma,2,0,,
Palicourea purpurea,Palicourea purpurea C.M.Taylor,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,2,0,,LC
Posoqueria coriacea,Posoqueria coriacea M.Martens & Galeotti,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Posoqueria,1,0,,LC
Palicourea demissa,Palicourea demissa Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,1,0,,LC
Miconia lehmannii,Miconia lehmannii Cogn.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,10,0,,LC
Persea chrysophylla,Persea chrysophylla L.E.Kopp,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,1,0,,VU
Graffenrieda emarginata,Graffenrieda emarginata (Ruiz & Pav.) Triana,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Graffenrieda,1,0,,LC
