Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,ConservationStatus,IsSensitive,ThumbnailUrl
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Heterodermia,Heterodermia albicans,Liquen blanco,heterodermia-albicans,"Liquen folioso de color gris blanquecino que crece sobre troncos y rocas. Es sensible a la contaminación atmosférica, actuando como bioindicador de calidad del aire.",NE,False,https://static.inaturalist.org/photos/12387046/original.jpeg
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Heterogomphus,Heterogomphus mniszechi,Escarabajo rinoceronte,heterogomphus-mniszechi,Es un escarabajo de gran tamaño con cuernos prominentes en el pronoto y la cabeza. Habita en zonas boscosas de los Andes colombianos y cumple un rol importante en la descomposición de materia orgánica.,NE,False,
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Heterogomphus,Heterogomphus schoenherri,Escarabajo de cuernos,heterogomphus-schoenherri,Escarabajo robusto característico de los bosques montanos. Los machos presentan dimorfismo sexual marcado con cuernos cefálicos desarrollados.,NE,False,
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Hexagonia,Hexagonia hydnoides,Hongo de repisa,hexagonia-hydnoides,Hongo lignícola que forma estructuras en forma de repisa sobre troncos caídos. Presenta una superficie con poros hexagonales muy visibles.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/128650402/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Hirtella,Hirtella americana,Cacao de monte,hirtella-americana,Arbusto o árbol pequeño de hojas alternas y flores dispuestas en racimos. Es común en los bordes de bosque y zonas de transición en Caldas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/113029790/original.jpg
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,Golondrina tijereta,hirundo-rustica,Ave migratoria con cola profundamente ahorquillada y dorso azul metálico. Es una visitante frecuente en los cielos de Caldas durante los meses de invierno boreal.,LC,False,https://upload.wikimedia.org/wikipedia/commons/0/02/2013.06.23.-11-Wesenberg-Rauchschwalbe.jpg
Plantae,Lycopodiophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,Huperzia reflexa,Licopodio,huperzia-reflexa,Planta vascular sin semillas que crece como epífita o terrestre en zonas húmedas. Sus tallos son dicotómicos y presentan hojas pequeñas dispuestas en espiral.,LC,False,https://herbario.jbb.gov.co/images/herImages/photos/JBB10261.jpg
Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle lehmannii,Sombrillita,hydrocotyle-lehmannii,Planta herbácea rastrera con hojas peltadas en forma de paraguas. Crece en suelos húmedos y cerca de cuerpos de agua en la región andina.,LC,False,http://www.kew.org/herbcatimg/205325.jpg
Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,Hydrometra,Hydrometra,Zapatero de agua,hydrometra,Insecto acuático de cuerpo extremadamente delgado y alargado. Se desplaza sobre la superficie del agua utilizando la tensión superficial.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/160236787/large.jpg
Animalia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,Hydroptila,Micro-caddisfly,hydroptila,Pequeños insectos cuyas larvas son acuáticas y construyen estuches portátiles. Son indicadores biológicos de la calidad del agua en quebradas de Caldas.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/104105309/large.jpg
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Hydropus,Hydropus nigrita,Hongo negro,hydropus-nigrita,Hongo saprótrofo de color oscuro que crece sobre madera en descomposición. Es un componente esencial en el ciclo de nutrientes de los bosques nublados.,NE,False,https://upload.wikimedia.org/wikipedia/commons/d/dc/2014-11-04_Hydropus_nigrita_%28Berk._%26_M.A._Curtis%29_Singer_491095.jpg
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe conica,Sombrerito cónico,hygrocybe-conica,Hongo caracterizado por su píleo cónico y brillante que suele ennegrecerse al tacto o con la edad. Es común en pastizales y zonas húmedas de los Andes colombianos.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/247986893/large.jpg
Animalia,Chordata,Aves,Passeriformes,Vireonidae,Hylophilus,Hylophilus semibrunneus,Verderón cabecipardo,hylophilus-semibrunneus,Ave pequeña de plumaje oliváceo con la cabeza de color marrón característico. Habita principalmente en el sotobosque de los bosques nublados de la cordillera Central.,LC,False,
Animalia,Chordata,Amphibia,Anura,Hylidae,Hyloscirtus,Hyloscirtus larinopygion,Rana de arroyo de Caldas,hyloscirtus-larinopygion,Anfibio de tamaño mediano que habita en quebradas de alta montaña. Presenta una coloración oscura con manchas amarillas o crema en los flancos.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/116646676/original.jpg
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus ramosi,Rana venenosa de Ramos,hyloxalus-ramosi,Pequeña rana de hábitos diurnos que suele encontrarse cerca de corrientes de agua en bosques nublados. Es endémica de la región andina de Colombia.,EN,True,https://images.phylopic.org/images/c387bde8-a9de-4101-928b-e99f2a7a33e5/raster/1024x671.png
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypanartia,Hypanartia kefersteini,Mariposa almirante de Keferstein,hypanartia-kefersteini,"Mariposa con alas de patrón complejo en tonos marrones y naranjas, muy común en bordes de bosque. Es un polinizador activo en los ecosistemas de Caldas.",NE,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypanartia,Hypanartia lethe,Mariposa almirante naranja,hypanartia-lethe,Mariposa de vuelo rápido con alas que presentan bandas naranjas brillantes sobre fondo oscuro. Se encuentra frecuentemente en áreas abiertas y jardines de montaña.,NE,False,
Animalia,Chordata,Aves,Passeriformes,Icteridae,Hypopyrrhus,Hypopyrrhus pyrohypogaster,Cacique candela,hypopyrrhus-pyrohypogaster,Ave endémica de Colombia con plumaje negro brillante y una distintiva mancha roja en el vientre. Es una especie emblemática de los bosques andinos en peligro de extinción.,VU,False,
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypotrachyna,Hypotrachyna sinuosa,Liquen sinuoso,hypotrachyna-sinuosa,Liquen foliáceo que crece sobre cortezas de árboles en zonas de alta humedad. Es un importante bioindicador de la calidad del aire en Caldas.,NE,False,https://storage.googleapis.com/mo-image-archive-bucket/orig/456655.jpg
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Hyptis,Hyptis capitata,Botón de soldado,hyptis-capitata,Planta herbácea con inflorescencias en forma de cabeza globosa y flores pequeñas blancas. Es considerada una especie ruderal común en caminos y áreas perturbadas.,LC,False,http://upload.wikimedia.org/wikipedia/commons/9/96/Hyptis_capitata_07.JPG
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus chrysater,Turpial montañero,icterus-chrysater,"Ave de plumaje amarillo intenso y alas negras, común en zonas cafeteras y bosques abiertos. Es conocida por su canto melodioso y su comportamiento social.",LC,False,http://upload.wikimedia.org/wikipedia/commons/a/ae/Toche_Pareja.jpg
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus icterus,Turpial,icterus-icterus,"Ave de plumaje amarillo brillante con alas y cabeza negras. Es reconocida por su canto melodioso y es el ave nacional de Venezuela, presente en zonas cálidas de Colombia.",LC,False,http://upload.wikimedia.org/wikipedia/commons/c/c7/Curacao-Icterus-Icterus-2013.JPG
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus nigrogularis,Turpial de garganta negra,icterus-nigrogularis,Ave paseriforme caracterizada por una mancha negra que se extiende desde el pico hasta el pecho. Habita principalmente en zonas de matorrales y bosques secos.,LC,False,http://upload.wikimedia.org/wikipedia/commons/d/d6/Icterus_nigrogularis_2.jpg
Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,Iguana verde,iguana-iguana,"Reptil arbóreo de gran tamaño con una cresta de espinas a lo largo del dorso. Es común en zonas bajas y cálidas de Caldas, cerca de ríos.",LC,False,http://upload.wikimedia.org/wikipedia/commons/4/4d/Green_iguana_on_branch.jpg
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Imantodes,Imantodes cenchoa,Culebra bejuquilla,imantodes-cenchoa,Serpiente delgada y arborícola con ojos grandes y cabeza muy diferenciada. Es inofensiva para el ser humano y se alimenta principalmente de lagartijas.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens walleriana,Alegría del hogar,impatiens-walleriana,Planta herbácea ornamental muy popular por su floración constante y variada. Es ampliamente cultivada en jardines y balcones de Caldas.,NE,False,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,Inga sapindoides,Guamo,inga-sapindoides,Árbol leguminoso utilizado frecuentemente como sombra en cultivos de café. Produce frutos con una pulpa blanca dulce comestible.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/183261656/original.jpeg
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,Inga semialata,Guamo machete,inga-semialata,"Especie arbórea de rápido crecimiento, común en los Andes colombianos. Se valora por su capacidad de fijar nitrógeno y proteger cuencas hidrográficas.",LC,False,https://live.staticflickr.com/8640/16528847137_454972f8ae_o.jpg
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas,Batata,ipomoea-batatas,Planta rastrera cultivada por sus raíces tuberosas comestibles y ricas en almidón. Es un alimento básico en diversas regiones de Colombia.,NE,False,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea indica,Campanilla azul,ipomoea-indica,Enredadera perenne con flores vistosas en forma de trompeta de color azul violáceo. Es común encontrarla en cercas vivas y bordes de caminos en Caldas.,NE,False,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea purpurea,Don Diego de día,ipomoea-purpurea,"Planta trepadora de crecimiento rápido con flores púrpuras o blancas. Se considera una especie ornamental común, aunque puede comportarse como maleza en cultivos.",NE,False,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Iriartea,Iriartea deltoidea,Palma barrigona,iriartea-deltoidea,Palma de gran altura con un tronco característico que se ensancha en la parte media. Es fundamental en los ecosistemas de los Andes colombianos por proveer alimento a diversas aves.,LC,False,http://upload.wikimedia.org/wikipedia/commons/a/ad/Iriartea_deltoidea_049.jpg
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Iridosornis,Iridosornis porphyrocephalus,Tangara gorgipúrpura,iridosornis-porphyrocephalus,Ave pequeña de plumaje azul oscuro con una mancha púrpura distintiva en la garganta. Habita principalmente en el dosel de bosques húmedos montanos.,NT,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Iridosornis,Iridosornis rufivertex,Tangara coronirrufa,iridosornis-rufivertex,Se caracteriza por su corona de color naranja rojizo brillante que contrasta con su cuerpo azul oscuro. Es una especie emblemática de las zonas altas de la cordillera.,LC,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Ithomia,Ithomia iphianassa,Mariposa de cristal,ithomia-iphianassa,Mariposa con alas parcialmente transparentes que le permiten camuflarse entre la vegetación. Es común en los sotobosques de las zonas cafeteras.,LC,False,
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,Ixobrychus exilis,Garza pequeña,ixobrychus-exilis,"Es una de las garzas más pequeñas del mundo, con hábitos muy discretos en humedales. Suele esconderse entre los juncos y vegetación acuática.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/152304641/original.jpg
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Jabiru,Jabiru mycteria,Jabirú,jabiru-mycteria,Ave zancuda de gran tamaño con un cuello negro y una banda roja en la base. Es un habitante poco común en humedales extensos de Colombia.,LC,False,https://upload.wikimedia.org/wikipedia/commons/c/c0/Jabiru_Mato_Grosso_Pantanal_Brazil-3.jpg
Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Gallito de ciénaga,jacana-jacana,Ave acuática con dedos extremadamente largos que le permiten caminar sobre plantas flotantes. Es muy común en lagunas y zonas pantanosas de Caldas.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Jacaranda,Jacaranda caucana,Gualanday,jacaranda-caucana,Árbol ornamental de flores violetas muy vistosas que florece masivamente. Es ampliamente utilizado en la arborización urbana de ciudades andinas.,LC,False,https://static.inaturalist.org/photos/68839916/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Jacaranda,Jacaranda hesperia,Gualanday del occidente,jacaranda-hesperia,"Especie arbórea similar al gualanday común, adaptada a condiciones de bosque seco tropical. Sus flores son igualmente llamativas y de importancia ecológica.",NE,False,http://fm-digital-assets.fieldmuseum.org/1559/946/V0430288F.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Janatella,Janatella fellula,Desconocido,janatella-fellula,Pequeña mariposa de la familia Nymphalidae con patrones de coloración complejos. Es una especie poco estudiada en los ecosistemas de Caldas.,DD,False,
Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans neotropica,Nogal cafetero,juglans-neotropica,Árbol maderable de gran porte nativo de los Andes colombianos. Es fundamental en los sistemas agroforestales del Eje Cafetero por su capacidad de sombra para el café.,EN,True,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Junonia evarete,Mariposa pavo real,junonia-evarete,Mariposa de tamaño mediano con patrones alares distintivos que asemejan ojos. Es común en áreas abiertas y jardines de zonas bajas y medias de Caldas.,LC,False,
Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,Kinosternon leucostomum,Tortuga pecho quebrado,kinosternon-leucostomum,Tortuga semiacuática pequeña caracterizada por un plastrón articulado que le permite cerrarse parcialmente. Habita en cuerpos de agua dulce y zonas pantanosas.,LC,False,http://upload.wikimedia.org/wikipedia/commons/4/41/CinosternonLeucostomum.jpg
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Kleinothraupis,Kleinothraupis atropileus,Tangara gorrinegra,kleinothraupis-atropileus,Ave pequeña de montaña con un plumaje distintivo y una corona negra. Se encuentra principalmente en los bosques nublados de la cordillera central.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Kohleria,Kohleria affinis,Kohleria,kohleria-affinis,"Planta herbácea con flores tubulares vistosas, adaptada a ambientes húmedos y sombreados. Es valorada por su valor ornamental en jardinería.",NE,False,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Kohleria,Kohleria inaequalis,Kohleria,kohleria-inaequalis,Hierba perenne con hojas aterciopeladas y flores de colores vibrantes. Crece en el sotobosque de los bosques andinos de Caldas.,NE,False,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Kohleria,Kohleria spicata,Kohleria,kohleria-spicata,Especie de Gesneriaceae caracterizada por sus inflorescencias en espiga. Es una planta nativa que contribuye a la biodiversidad de los bordes de bosque.,NE,False,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Kohleria,Kohleria warszewiczii,Kohleria,kohleria-warszewiczii,"Planta con flores tubulares de color intenso, muy atractiva para polinizadores como colibríes. Es una especie representativa de la flora andina.",NE,False,
Animalia,Arthropoda,Arachnida,Araneae,Filistatidae,Kukulcania,Kukulcania hibernalis,Araña de casa,kukulcania-hibernalis,Araña de color oscuro que construye telarañas en forma de embudo en grietas de paredes. Es inofensiva para los humanos y ayuda al control de insectos domésticos.,LC,False,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,Laccaria laccata,Seta de cera,laccaria-laccata,Hongo micorrícico común en bosques de alta montaña. Es reconocido por su capacidad de formar asociaciones simbióticas con diversas especies de árboles.,LC,False,https://images.mushroomobserver.org/orig/1511511.jpg
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Lachemilla,Lachemilla orbiculata,Alquimila,lachemilla-orbiculata,Hierba perenne de porte rastrero común en los páramos de Caldas. Sus hojas redondeadas y dentadas forman rosetas basales muy características.,LC,False,https://upload.wikimedia.org/wikipedia/commons/5/5e/Aullar%C3%ADn_%28Lachemilla_orbiculata%29.jpg
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Laestadia,Laestadia muscicola,Hongo de musgo,laestadia-muscicola,Hongo ascomiceto que crece asociado a musgos en ecosistemas de alta montaña. Su presencia es un indicador de la humedad y salud del ecosistema.,NE,False,https://fm-digital-assets.fieldmuseum.org/1536/058/V0417547F.jpg
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Laetia,Laetia americana,Corazón fino,laetia-americana,Árbol de tamaño mediano con hojas alternas y flores blancas fragantes. Es una especie importante en la regeneración de bosques secundarios en Caldas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/152289769/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lafoensia,Lafoensia acuminata,Guayacán de manizales,lafoensia-acuminata,Árbol ornamental de gran belleza con flores amarillas vistosas. Es muy valorado en el paisajismo urbano de ciudades como Manizales.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/179735850/original.jpg
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lafresnaya,Lafresnaya lafresnayi,Colibrí piquilargo,lafresnaya-lafresnayi,"Colibrí de pico largo y curvo, adaptado para libar flores tubulares en bosques nublados. Es una especie emblemática de las zonas altas de los Andes colombianos.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/173429098/large.jpg
Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,Lampropeltis triangulum,Falsa coral,lampropeltis-triangulum,Serpiente no venenosa que imita los patrones de coloración de las corales verdaderas. Es un controlador natural de roedores en zonas agrícolas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/161737209/large.jpeg
Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Langucys,Langucys nigropuncta,Chinche punteada,langucys-nigropuncta,Pequeño insecto hemíptero caracterizado por sus puntos negros sobre el dorso. Se encuentra principalmente en áreas de vegetación herbácea.,NE,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiophila,Lasiophila prosymna,Mariposa satírida,lasiophila-prosymna,Mariposa de hábitos forestales que habita en los bosques nublados de los Andes. Sus alas presentan patrones crípticos que le ayudan a camuflarse entre la hojarasca.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Leiothlypis peregrina,Chipe peregrino,leiothlypis-peregrina,Ave migratoria neártica que llega a los bosques de Caldas durante el invierno boreal. Es un importante consumidor de insectos en el dosel arbóreo.,LC,False,https://upload.wikimedia.org/wikipedia/commons/a/a5/8G7D4136.jpg
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus,Lentinus flexipes,Hongo oreja de palo,lentinus-flexipes,Hongo lignícola que crece sobre troncos en descomposición en bosques húmedos. Desempeña un papel crucial en el ciclo de nutrientes del ecosistema.,NE,False,
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus,Lentinus swartzii,Hongo de madera,lentinus-swartzii,Hongo saprótrofo que crece sobre madera en descomposición en bosques húmedos. Presenta un cuerpo fructífero con láminas decurrentes y una textura coriácea característica.,NE,False,https://storage.googleapis.com/mo-image-archive-bucket/orig/313197.jpg
Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,Ocelote,leopardus-pardalis,Felino de tamaño mediano con un pelaje distintivo de manchas y rayas negras sobre fondo amarillento. Es un depredador solitario y nocturno que habita en diversos ecosistemas de Caldas.,LC,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,Lepanthes dunstervilleorum,Orquídea de Dunsterville,lepanthes-dunstervilleorum,"Orquídea epífita miniatura con flores complejas y delicadas. Se encuentra en bosques nublados de alta montaña, siendo muy sensible a cambios en su microclima.",DD,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,Lepanthes gargantua,Orquídea gigante de Lepanthes,lepanthes-gargantua,Especie de orquídea epífita caracterizada por sus flores inusualmente grandes dentro del género. Habita en los bosques de niebla de la cordillera central colombiana.,VU,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,Lepanthes jardinensis,Orquídea de Jardín,lepanthes-jardinensis,"Pequeña orquídea endémica de la región andina, con flores de colores vibrantes. Su distribución es restringida, lo que la hace vulnerable a la pérdida de hábitat.",EN,True,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,Lepanthes mucronata,Orquídea mucronada,lepanthes-mucronata,Orquídea epífita con hojas lanceoladas y flores pequeñas con sépalos mucronados. Es un componente importante de la biodiversidad epífita en los bosques montanos.,LC,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,Lepanthes tachirensis,Orquídea de Táchira,lepanthes-tachirensis,Especie de orquídea de alta montaña con una morfología floral muy específica. Se encuentra en ecosistemas de transición entre bosque altoandino y páramo.,DD,False,
Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Lepidocolaptes,Lepidocolaptes lacrymiger,Trepatroncos montañero,lepidocolaptes-lacrymiger,Ave de plumaje pardo con estrías claras que le dan un aspecto de lágrimas. Se desplaza verticalmente por los troncos de los árboles buscando insectos en la corteza.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Lepidocolaptes,Lepidocolaptes souleyetii,Trepatroncos cabecirrayado,lepidocolaptes-souleyetii,"Ave insectívora con un pico delgado y ligeramente curvado, adaptado para extraer presas de las grietas de la corteza. Es común en áreas boscosas y bordes de selva.",LC,False,
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Leptasthenura,Leptasthenura andicola,Piscuiz andino,leptasthenura-andicola,"Ave pequeña de cola larga y plumaje grisáceo, adaptada a las condiciones frías de los páramos y bosques altoandinos. Se alimenta principalmente de pequeños artrópodos.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/156595900/original.jpg
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Leptodeira,Leptodeira ornata,Culebra ojo de gato,leptodeira-ornata,"Serpiente de hábitos nocturnos y arborícolas, caracterizada por sus grandes ojos con pupila vertical. Es común en zonas bajas y medias de Caldas, alimentándose principalmente de anfibios.",LC,False,
Animalia,Arthropoda,Insecta,Ephemeroptera,Leptohyphidae,Leptohyphes,Leptohyphes,Efímera de arroyo,leptohyphes,Insecto acuático cuyos estados ninfales habitan en corrientes de agua limpia. Son bioindicadores fundamentales de la calidad del agua en las cuencas de Caldas.,NE,False,https://images.phylopic.org/images/dc3976ec-e3af-45a2-8016-817f58132c5c/raster/572x1024.png
Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Leptonema,Leptonema,Caddisfly,leptonema,Insecto cuyas larvas construyen redes de seda en rocas de ríos para filtrar alimento. Su presencia es un indicador clave de la salud de los ecosistemas acuáticos andinos.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/248994732/original.jpeg
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Leptophobia,Leptophobia aripa,Mariposa blanca de las crucíferas,leptophobia-aripa,"Mariposa de color blanco con bordes oscuros, muy común en jardines y cultivos de Caldas. Sus larvas pueden ser consideradas plagas menores en huertas familiares.",LC,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Leptopogon,Leptopogon rufipectus,Atrapamoscas pechirrufo,leptopogon-rufipectus,Ave pequeña de bosque nublado con un plumaje distintivo en el pecho. Se encuentra en los estratos medios de la vegetación en las cordilleras de Caldas.,LC,False,
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Leptosittaca,Leptosittaca branickii,Cotorra montañera,leptosittaca-branickii,"Loro especializado en bosques de niebla y palmas de cera, siendo una especie emblemática de los Andes colombianos. Su supervivencia depende de la conservación de los bosques de alta montaña.",VU,False,http://upload.wikimedia.org/wikipedia/commons/f/fc/Leptosittaca_branickii_-Tapichalaca_Reserve-8.jpg
Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,Leptotila plumbeiceps,Paloma cabeciplomiza,leptotila-plumbeiceps,Paloma de hábitos terrestres que habita en bordes de bosque y zonas arbustivas. Es reconocida por su canto melancólico y su comportamiento esquivo.,LC,False,
Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,Torcaza común,leptotila-verreauxi,"Ave muy común en áreas rurales y periurbanas de Caldas, adaptada a diversos entornos. Se caracteriza por su plumaje grisáceo y su amplia distribución geográfica.",LC,False,https://upload.wikimedia.org/wikipedia/commons/7/7e/Leptotila_verreauxi_-near_Rancho_Naturalista%2C_Cordillera_de_Talamanca%2C_Costa_Rica-8.jpg
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus birnbaumii,Hongo amarillo de maceta,leucocoprinus-birnbaumii,Hongo pequeño de color amarillo brillante que suele aparecer en sustratos orgánicos y macetas. Es una especie cosmopolita que se beneficia de ambientes húmedos y cálidos.,NE,False,https://images.mushroomobserver.org/orig/1481818.jpg
Animalia,Chordata,Aves,Piciformes,Picidae,Leuconotopicus,Leuconotopicus fumigatus,Carpintero ahumado,leuconotopicus-fumigatus,"Carpintero de tamaño mediano con plumaje oscuro, característico de los bosques andinos. Desempeña un papel ecológico vital al crear cavidades en árboles que sirven de refugio a otras especies.",LC,False,
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Leucopternis,Leucopternis princeps,Gavilán negro,leucopternis-princeps,Ave rapaz de plumaje negro con una banda blanca distintiva en la cola. Habita principalmente en bosques húmedos de montaña en la región andina de Caldas.,LC,False,
Animalia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Leucotrichia,Leucotrichia,Mosca de piedra,leucotrichia,Pequeños insectos acuáticos cuyas larvas construyen refugios de seda sobre rocas en corrientes rápidas. Son indicadores biológicos clave de la calidad del agua en ríos de Caldas.,NE,False,https://images.phylopic.org/images/d04ff776-292a-4181-a7d9-117a7036a348/raster/1024x887.png
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Leuenbergeria,Leuenbergeria bleo,Grosella de monte,leuenbergeria-bleo,Arbusto con hojas suculentas y flores de color naranja brillante. Es común en cercas vivas y jardines de zonas cálidas en el departamento.,LC,False,
Animalia,Arthropoda,Insecta,Hemiptera,Naucoridae,Limnocoris,Limnocoris,Chinche de agua,limnocoris,Insecto acuático depredador que habita en el sustrato de quebradas y ríos. Desempeña un papel importante en el control de poblaciones de otros invertebrados acuáticos.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/47300263/original.jpg
Animalia,Arthropoda,Arachnida,Araneae,Dipluridae,Linothele,Linothele sericata,Araña de telaraña tubular,linothele-sericata,Araña que construye nidos tubulares en grietas de rocas o troncos. Es propia de ecosistemas andinos y posee un comportamiento territorial marcado.,NE,False,
Animalia,Chordata,Aves,Passeriformes,Cotingidae,Lipaugus,Lipaugus fuscocinereus,Guardabosques cenizo,lipaugus-fuscocinereus,"Ave de tamaño mediano con plumaje grisáceo, característica de los bosques de niebla. Es conocida por su canto potente y monótono que resuena en el dosel forestal.",LC,False,
